PO_ID,PO_Date,SupplierID,SupplierName,MaterialID,MaterialName,Category,UnitOfMeasure,OrderQuantity,UnitCost_INR,BaseCost_INR,GST_Rate_Percent,GST_Amount_INR,FreightCost_INR,TotalPOValue_INR,PromisedLeadTimeDays,ExpectedDeliveryDate,ActualDeliveryDate,DelayDays,DeliveryStatus,PaymentTermsDays
PO-2024-0254,2024-11-07,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1539.0,31.5,48478.5,18,8726.13,2284.76,59489.39,9,2024-11-16,2024-11-16,0,On-Time,15
PO-2024-0255,2024-11-07,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,172.7,161.93,27965.31,18,5033.76,2726.49,35725.56,11,2024-11-18,2024-11-18,0,On-Time,60
PO-2024-0256,2024-11-09,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,7979.0,4.46,35586.34,18,6405.54,1701.5,43693.38,7,2024-11-16,2024-11-16,0,On-Time,15
PO-2024-0257,2024-11-09,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,316.0,191.72,60583.52,5,3029.18,2718.29,66330.99,15,2024-11-24,2024-11-24,0,On-Time,30
PO-2024-0258,2024-11-09,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,10383.0,5.9,61259.7,18,11026.75,1149.95,73436.4,8,2024-11-17,2024-11-17,0,On-Time,15
PO-2024-0259,2024-11-11,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,227.4,205.89,46819.39,5,2340.97,1996.36,51156.72,21,2024-12-02,2024-11-30,-2,Early,30
PO-2024-0260,2024-11-13,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,49.2,276.1,13584.12,18,2445.14,1452.43,17481.69,13,2024-11-26,2024-11-26,0,On-Time,60
PO-2024-0261,2024-11-13,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,41.0,448.3,18380.3,12,2205.64,1406.32,21992.26,16,2024-11-29,2024-11-29,0,On-Time,45
PO-2024-0262,2024-11-14,SUP003,Himalayan Herb Extracts,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,63.4,1351.69,85697.15,12,10283.66,2671.25,98652.06,17,2024-12-01,2024-12-01,0,On-Time,45
PO-2024-0263,2024-11-14,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,28.3,1266.98,35855.53,12,4302.66,1844.45,42002.64,21,2024-12-05,2024-12-05,0,On-Time,45
PO-2024-0264,2024-11-15,SUP006,Capsico Gelatin & Capsules,RM014,"Veg HPMC Capsules (Size 0, '000s)",Capsules,'000 units,18.0,766.67,13800.06,12,1656.01,1259.88,16715.95,15,2024-11-30,2024-11-30,0,On-Time,45
PO-2024-0265,2024-11-17,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,130.6,122.69,16023.31,18,2884.2,2513.13,21420.64,9,2024-11-26,2024-11-26,0,On-Time,60
PO-2024-0266,2024-11-18,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,35.9,1094.91,39307.27,12,4716.87,1958.08,45982.22,20,2024-12-08,2024-12-08,0,On-Time,45
PO-2024-0267,2024-11-18,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,12190.0,1.26,15359.4,18,2764.69,604.94,18729.03,5,2024-11-23,2024-11-23,0,On-Time,15
PO-2024-0268,2024-11-20,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1471.0,31.32,46071.72,18,8292.91,2418.33,56782.96,8,2024-11-28,2024-11-28,0,On-Time,15
PO-2024-0269,2024-11-20,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,259.5,227.06,58922.07,5,2946.1,2156.02,64024.19,19,2024-12-09,2024-12-09,0,On-Time,30
PO-2024-0270,2024-11-21,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,8060.0,4.33,34899.8,18,6281.96,1911.19,43092.95,11,2024-12-02,2024-12-02,0,On-Time,15
PO-2024-0271,2024-11-22,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,8846.0,6.03,53341.38,18,9601.45,945.76,63888.59,8,2024-11-30,2024-11-30,0,On-Time,15
PO-2024-0272,2024-11-24,SUP001,Madhya Herbs Pvt Ltd,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,407.3,260.22,105987.61,5,5299.38,3307.13,114594.12,21,2024-12-15,2024-12-18,3,Delayed,30
PO-2024-0273,2024-11-24,SUP004,Girnar Ayur Ingredients,RM007,Shatavari Extract,Herbal Extracts,kg,28.7,1165.22,33441.81,12,4013.02,1376.4,38831.23,19,2024-12-13,2024-12-11,-2,Early,45
PO-2024-0274,2024-11-26,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,342.2,191.99,65698.98,5,3284.95,2990.35,71974.28,19,2024-12-15,2024-12-15,0,On-Time,30
PO-2024-0275,2024-11-26,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,42.9,2131.94,91460.23,12,10975.23,1367.76,103803.22,13,2024-12-09,2024-12-09,0,On-Time,45
PO-2024-0276,2024-11-28,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,255.3,219.65,56076.65,5,2803.83,2357.48,61237.96,20,2024-12-18,2024-12-18,0,On-Time,30
PO-2024-0277,2024-11-29,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,11691.0,1.29,15081.39,18,2714.65,570.03,18366.07,9,2024-12-08,2024-12-08,0,On-Time,15
PO-2024-0278,2024-11-30,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,206.0,152.3,31373.8,18,5647.28,3217.95,40239.03,13,2024-12-13,2024-12-13,0,On-Time,60
PO-2024-0279,2024-12-03,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,9352.0,5.76,53867.52,18,9696.15,1120.24,64683.91,9,2024-12-12,2024-12-12,0,On-Time,15
PO-2024-0280,2024-12-04,SUP003,Himalayan Herb Extracts,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,63.0,1387.44,87408.72,12,10489.05,2632.47,100530.24,13,2024-12-17,2024-12-17,0,On-Time,45
PO-2024-0281,2024-12-04,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,35.0,437.07,15297.45,12,1835.69,1398.4,18531.54,15,2024-12-19,2024-12-19,0,On-Time,45
PO-2024-0282,2024-12-06,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,9125.0,4.23,38598.75,18,6947.77,1946.59,47493.11,8,2024-12-14,2024-12-13,-1,Early,15
PO-2024-0283,2024-12-06,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1366.0,30.47,41622.02,18,7491.96,2413.51,51527.49,10,2024-12-16,2024-12-16,0,On-Time,15
PO-2024-0284,2024-12-07,SUP006,Capsico Gelatin & Capsules,RM014,"Veg HPMC Capsules (Size 0, '000s)",Capsules,'000 units,20.0,744.94,14898.8,12,1787.86,1185.75,17872.41,15,2024-12-22,2024-12-22,0,On-Time,45
PO-2024-0285,2024-12-09,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,32.0,1260.44,40334.08,12,4840.09,2102.74,47276.91,18,2024-12-27,2024-12-27,0,On-Time,45
PO-2024-0286,2024-12-10,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,13273.0,1.28,16989.44,18,3058.1,612.61,20660.15,7,2024-12-17,2024-12-16,-1,Early,15
PO-2024-0287,2024-12-11,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,247.4,221.45,54786.73,5,2739.34,2120.9,59646.97,17,2024-12-28,2024-12-31,3,Delayed,30
PO-2024-0288,2024-12-11,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,45.5,264.27,12024.28,18,2164.37,1589.75,15778.4,11,2024-12-22,2024-12-22,0,On-Time,60
PO-2024-0289,2024-12-12,SUP002,Vindhya Botanicals,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,417.5,256.01,106884.18,5,5344.21,3288.72,115517.11,18,2024-12-30,2025-01-04,5,Delayed,30
PO-2024-0290,2024-12-12,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,35.8,1109.96,39736.57,12,4768.39,2025.11,46530.07,20,2025-01-01,2025-01-01,0,On-Time,45
PO-2024-0291,2024-12-12,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,153.5,124.3,19080.05,18,3434.41,2433.78,24948.24,11,2024-12-23,2024-12-23,0,On-Time,60
PO-2024-0292,2024-12-13,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,322.6,194.07,62606.98,5,3130.35,2795.54,68532.87,18,2024-12-31,2024-12-31,0,On-Time,30
PO-2024-0293,2024-12-15,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,230.8,214.29,49458.13,5,2472.91,2085.84,54016.88,21,2025-01-05,2025-01-05,0,On-Time,30
PO-2024-0294,2024-12-16,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,9963.0,5.82,57984.66,18,10437.24,1079.12,69501.02,7,2024-12-23,2024-12-23,0,On-Time,15
PO-2024-0295,2024-12-17,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,7885.0,4.54,35797.9,18,6443.62,1721.08,43962.6,8,2024-12-25,2024-12-25,0,On-Time,15
PO-2024-0296,2024-12-19,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1397.0,32.41,45276.77,18,8149.82,2425.55,55852.14,9,2024-12-28,2024-12-28,0,On-Time,15
PO-2024-0297,2024-12-20,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,13407.0,1.24,16624.68,18,2992.44,608.35,20225.47,8,2024-12-28,2024-12-28,0,On-Time,15
PO-2024-0298,2024-12-20,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,44.3,2100.53,93053.48,12,11166.42,1405.66,105625.56,13,2025-01-02,2025-01-02,0,On-Time,45
PO-2024-0299,2024-12-21,SUP004,Girnar Ayur Ingredients,RM007,Shatavari Extract,Herbal Extracts,kg,28.5,1124.78,32056.23,12,3846.75,1364.1,37267.08,19,2025-01-09,2025-01-09,0,On-Time,45
PO-2024-0300,2024-12-23,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,175.6,155.09,27233.8,18,4902.08,3014.1,35149.98,14,2025-01-06,2025-01-08,2,Delayed,60
PO-2024-0301,2024-12-25,SUP004,Girnar Ayur Ingredients,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,61.8,1339.47,82779.25,12,9933.51,1586.34,94299.1,16,2025-01-10,2025-01-10,0,On-Time,45
PO-2024-0302,2024-12-26,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,8720.0,6.07,52930.4,18,9527.47,961.95,63419.82,8,2025-01-03,2025-01-03,0,On-Time,15
PO-2024-0303,2024-12-26,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,39.0,462.98,18056.22,12,2166.75,1499.46,21722.43,17,2025-01-12,2025-01-12,0,On-Time,45
PO-2024-0304,2024-12-28,SUP006,Capsico Gelatin & Capsules,RM014,"Veg HPMC Capsules (Size 0, '000s)",Capsules,'000 units,19.0,744.23,14140.37,12,1696.84,1247.5,17084.71,18,2025-01-15,2025-01-15,0,On-Time,45
PO-2024-0305,2024-12-29,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,214.2,228.27,48895.43,5,2444.77,1956.08,53296.28,19,2025-01-17,2025-01-17,0,On-Time,30
PO-2024-0306,2024-12-30,SUP002,Vindhya Botanicals,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,430.5,249.02,107203.11,5,5360.16,3257.23,115820.5,21,2025-01-20,2025-01-23,3,Delayed,30
PO-2024-0307,2024-12-30,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,8690.0,4.45,38670.5,18,6960.69,1880.12,47511.31,9,2025-01-08,2025-01-08,0,On-Time,15
PO-2024-0308,2024-12-31,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,345.3,196.57,67875.62,5,3393.78,2745.54,74014.94,15,2025-01-15,2025-01-15,0,On-Time,30
PO-2025-0001,2025-01-01,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,254.9,221.8,56536.82,5,2826.84,2351.19,61714.85,20,2025-01-21,2025-01-21,0,On-Time,30
PO-2025-0002,2025-01-02,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,12999.0,1.37,17808.63,18,3205.55,611.88,21626.06,8,2025-01-10,2025-01-10,0,On-Time,15
PO-2025-0003,2025-01-03,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1386.0,34.01,47137.86,18,8484.81,2265.65,57888.32,10,2025-01-13,2025-01-12,-1,Early,15
PO-2025-0004,2025-01-03,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,32.2,1205.93,38830.95,12,4659.71,2146.28,45636.94,21,2025-01-24,2025-01-24,0,On-Time,45
PO-2025-0005,2025-01-06,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,129.2,131.13,16942.0,18,3049.56,2227.69,22219.25,9,2025-01-15,2025-01-15,0,On-Time,60
PO-2025-0006,2025-01-06,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,10315.0,6.21,64056.15,18,11530.11,1051.52,76637.78,7,2025-01-13,2025-01-13,0,On-Time,15
PO-2025-0007,2025-01-06,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,31.2,1303.58,40671.7,12,4880.6,2146.05,47698.35,20,2025-01-26,2025-01-26,0,On-Time,45
PO-2025-0008,2025-01-08,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,47.0,289.43,13603.21,18,2448.58,1613.04,17664.83,13,2025-01-21,2025-01-21,0,On-Time,60
PO-2025-0009,2025-01-09,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,45.5,2256.6,102675.3,12,12321.04,1512.32,116508.66,11,2025-01-20,2025-01-20,0,On-Time,45
PO-2025-0010,2025-01-11,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,9372.0,4.55,42642.6,18,7675.67,2089.77,52408.04,11,2025-01-22,2025-01-22,0,On-Time,15
PO-2025-0011,2025-01-12,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,40.0,496.29,19851.6,12,2382.19,1401.65,23635.44,17,2025-01-29,2025-01-27,-2,Early,45
PO-2025-0012,2025-01-14,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,245.5,231.44,56818.52,5,2840.93,2428.08,62087.53,21,2025-02-04,2025-02-04,0,On-Time,30
PO-2025-0013,2025-01-15,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,13489.0,1.39,18749.71,18,3374.95,619.69,22744.35,7,2025-01-22,2025-01-22,0,On-Time,15
PO-2025-0014,2025-01-16,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,357.6,211.85,75757.56,5,3787.88,3129.95,82675.39,18,2025-02-03,2025-02-02,-1,Early,30
PO-2025-0015,2025-01-16,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,10211.0,6.31,64431.41,18,11597.65,1067.75,77096.81,8,2025-01-24,2025-01-24,0,On-Time,15
PO-2025-0016,2025-01-16,SUP003,Himalayan Herb Extracts,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,58.4,1381.03,80652.15,12,9678.26,2410.49,92740.9,15,2025-01-31,2025-01-31,0,On-Time,45
PO-2025-0017,2025-01-17,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,205.9,164.05,33777.9,18,6080.02,3283.6,43141.52,12,2025-01-29,2025-01-29,0,On-Time,60
PO-2025-0018,2025-01-17,SUP004,Girnar Ayur Ingredients,RM007,Shatavari Extract,Herbal Extracts,kg,26.7,1215.31,32448.78,12,3893.85,1308.71,37651.34,19,2025-02-05,2025-02-05,0,On-Time,45
PO-2025-0019,2025-01-18,SUP006,Capsico Gelatin & Capsules,RM014,"Veg HPMC Capsules (Size 0, '000s)",Capsules,'000 units,18.0,779.56,14032.08,12,1683.85,1155.39,16871.32,14,2025-02-01,2025-02-01,0,On-Time,45
PO-2025-0020,2025-01-18,SUP001,Madhya Herbs Pvt Ltd,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,424.8,267.39,113587.27,5,5679.36,3446.8,122713.43,21,2025-02-08,2025-02-08,0,On-Time,30
PO-2025-0021,2025-01-19,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1294.0,32.72,42339.68,18,7621.14,2317.31,52278.13,7,2025-01-26,2025-01-29,3,Delayed,15
PO-2025-0022,2025-01-22,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,233.5,224.77,52483.8,5,2624.19,2074.15,57182.14,19,2025-02-10,2025-02-10,0,On-Time,30
PO-2025-0023,2025-01-24,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,8801.0,4.58,40308.58,18,7255.54,1794.66,49358.78,11,2025-02-04,2025-02-04,0,On-Time,15
PO-2025-0024,2025-01-26,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,11582.0,1.31,15172.42,18,2731.04,620.47,18523.93,6,2025-02-01,2025-02-01,0,On-Time,15
PO-2025-0025,2025-01-27,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,8736.0,6.14,53639.04,18,9655.03,1081.84,64375.91,9,2025-02-05,2025-02-05,0,On-Time,15
PO-2025-0026,2025-01-29,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,141.5,124.21,17575.72,18,3163.63,2526.04,23265.39,8,2025-02-06,2025-02-06,0,On-Time,60
PO-2025-0027,2025-01-29,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,45.5,2092.59,95212.85,12,11425.54,1527.99,108166.38,11,2025-02-09,2025-02-09,0,On-Time,45
PO-2025-0028,2025-01-30,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,43.0,472.75,20328.25,12,2439.39,1523.38,24291.02,14,2025-02-13,2025-02-13,0,On-Time,45
PO-2025-0029,2025-01-30,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,38.1,1179.97,44956.86,12,5394.82,2137.01,52488.69,20,2025-02-19,2025-02-19,0,On-Time,45
PO-2025-0030,2025-01-30,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,329.9,202.31,66742.07,5,3337.1,2691.31,72770.48,17,2025-02-16,2025-02-16,0,On-Time,30
PO-2025-0031,2025-02-01,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,252.3,244.54,61697.44,5,3084.87,2204.91,66987.22,19,2025-02-20,2025-02-20,0,On-Time,30
PO-2025-0032,2025-02-02,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1557.0,33.41,52019.37,18,9363.49,2696.47,64079.33,10,2025-02-12,2025-02-12,0,On-Time,15
PO-2025-0033,2025-02-04,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,31.4,1285.17,40354.34,12,4842.52,1906.88,47103.74,18,2025-02-22,2025-03-07,13,Delayed,45
PO-2025-0034,2025-02-05,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,9410.0,4.82,45356.2,18,8164.12,2079.48,55599.8,11,2025-02-16,2025-02-16,0,On-Time,15
PO-2025-0035,2025-02-05,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,51.8,285.56,14792.01,18,2662.56,1469.34,18923.91,11,2025-02-16,2025-02-16,0,On-Time,60
PO-2025-0036,2025-02-05,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,178.3,160.84,28677.77,18,5162.0,2888.76,36728.53,10,2025-02-15,2025-02-15,0,On-Time,60
PO-2025-0037,2025-02-05,SUP002,Vindhya Botanicals,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,427.7,277.9,118857.83,5,5942.89,3621.29,128422.01,18,2025-02-23,2025-02-23,0,On-Time,30
PO-2025-0038,2025-02-07,SUP004,Girnar Ayur Ingredients,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,62.2,1456.17,90573.77,12,10868.85,1795.2,103237.82,16,2025-02-23,2025-02-23,0,On-Time,45
PO-2025-0039,2025-02-07,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,12596.0,1.38,17382.48,18,3128.85,592.19,21103.52,5,2025-02-12,2025-02-10,-2,Early,15
PO-2025-0040,2025-02-07,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,9237.0,6.12,56530.44,18,10175.48,1097.44,67803.36,6,2025-02-13,2025-02-13,0,On-Time,15
PO-2025-0041,2025-02-08,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,231.8,216.7,50231.06,5,2511.55,2208.16,54950.77,19,2025-02-27,2025-02-27,0,On-Time,30
PO-2025-0042,2025-02-09,SUP006,Capsico Gelatin & Capsules,RM014,"Veg HPMC Capsules (Size 0, '000s)",Capsules,'000 units,20.0,839.09,16781.8,12,2013.82,1251.34,20046.96,16,2025-02-25,2025-02-23,-2,Early,45
PO-2025-0043,2025-02-10,SUP004,Girnar Ayur Ingredients,RM007,Shatavari Extract,Herbal Extracts,kg,27.7,1196.39,33140.0,12,3976.8,1378.28,38495.08,17,2025-02-27,2025-02-27,0,On-Time,45
PO-2025-0044,2025-02-15,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,327.5,217.22,71139.55,5,3556.98,2584.12,77280.65,19,2025-03-06,2025-03-10,4,Delayed,30
PO-2025-0045,2025-02-17,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1404.0,32.44,45545.76,18,8198.24,2444.76,56188.76,9,2025-02-26,2025-02-26,0,On-Time,15
PO-2025-0046,2025-02-18,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,244.3,242.88,59335.58,5,2966.78,2172.34,64474.7,18,2025-03-08,2025-03-08,0,On-Time,30
PO-2025-0047,2025-02-18,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,8175.0,4.47,36542.25,18,6577.6,1767.2,44887.05,9,2025-02-27,2025-02-27,0,On-Time,15
PO-2025-0048,2025-02-19,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,11948.0,1.35,16129.8,18,2903.36,552.5,19585.66,7,2025-02-26,2025-02-26,0,On-Time,15
PO-2025-0049,2025-02-19,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,41.0,488.21,20016.61,12,2401.99,1438.26,23856.86,14,2025-03-05,2025-03-05,0,On-Time,45
PO-2025-0050,2025-02-19,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,34.9,1196.87,41770.76,12,5012.49,2174.49,48957.74,20,2025-03-11,2025-03-17,6,Delayed,45
PO-2025-0051,2025-02-20,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,9533.0,6.23,59390.59,18,10690.31,994.79,71075.69,10,2025-03-02,2025-03-02,0,On-Time,15
PO-2025-0052,2025-02-23,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,43.2,2166.07,93574.22,12,11228.91,1421.89,106225.02,11,2025-03-06,2025-03-06,0,On-Time,45
PO-2025-0053,2025-02-23,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,130.5,126.53,16512.17,18,2972.19,2557.17,22041.53,11,2025-03-06,2025-03-06,0,On-Time,60
PO-2025-0054,2025-02-23,SUP001,Madhya Herbs Pvt Ltd,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,386.0,274.74,106049.64,5,5302.48,3380.7,114732.82,20,2025-03-15,2025-03-15,0,On-Time,30
PO-2025-0055,2025-02-27,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,31.4,1293.08,40602.71,12,4872.33,2218.53,47693.57,22,2025-03-21,2025-03-21,0,On-Time,45
PO-2025-0056,2025-02-27,SUP003,Himalayan Herb Extracts,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,64.0,1455.85,93174.4,12,11180.93,2502.64,106857.97,16,2025-03-15,2025-03-15,0,On-Time,45
PO-2025-0057,2025-02-28,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,227.9,216.85,49420.11,5,2471.01,1984.44,53875.56,21,2025-03-21,2025-03-21,0,On-Time,30
PO-2025-0058,2025-03-01,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,145.0,160.65,23294.25,18,4192.97,2618.07,30105.29,11,2025-03-12,2025-03-12,0,On-Time,60
PO-2025-0059,2025-03-01,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,10738.0,1.37,14711.06,18,2647.99,528.33,17887.38,8,2025-03-09,2025-03-11,2,Delayed,15
PO-2025-0060,2025-03-01,SUP006,Capsico Gelatin & Capsules,RM014,"Veg HPMC Capsules (Size 0, '000s)",Capsules,'000 units,16.0,831.45,13303.2,12,1596.38,1259.19,16158.77,17,2025-03-18,2025-03-18,0,On-Time,45
PO-2025-0061,2025-03-01,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1298.0,31.95,41471.1,18,7464.8,2125.08,51060.98,9,2025-03-10,2025-03-10,0,On-Time,15
PO-2025-0062,2025-03-02,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,38.6,285.78,11031.11,18,1985.6,1336.76,14353.47,13,2025-03-15,2025-03-14,-1,Early,60
PO-2025-0063,2025-03-03,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,7497.0,4.8,35985.6,18,6477.41,1847.09,44310.1,11,2025-03-14,2025-03-14,0,On-Time,15
