BatchID,ProductID,ProductionWeekEnd,QuantityProduced,RejectQty,GoodQty,RawMaterialCost,LaborCost,OverheadCost,TotalProductionCost,UnitProductionCost
B002789,P018,2024-06-02,68,1,67,2526.2,378.93,252.62,3157.75,46.44
B002790,P018,2024-06-09,103,2,101,3826.45,573.97,382.64,4783.06,46.44
B002791,P018,2024-06-16,103,2,101,3826.45,573.97,382.64,4783.06,46.44
B002792,P018,2024-06-23,124,2,122,4606.6,690.99,460.66,5758.25,46.44
B002793,P018,2024-06-30,113,2,111,4197.95,629.69,419.8,5247.44,46.44
B002794,P018,2024-07-07,80,2,78,2972.0,445.8,297.2,3715.0,46.44
B002795,P018,2024-07-14,155,3,152,5758.25,863.74,575.83,7197.82,46.44
B002796,P018,2024-07-21,114,2,112,4235.1,635.26,423.51,5293.87,46.44
B002797,P018,2024-07-28,104,2,102,3863.6,579.54,386.36,4829.5,46.44
B002798,P018,2024-08-04,103,2,101,3826.45,573.97,382.64,4783.06,46.44
B002799,P018,2024-08-11,124,2,122,4606.6,690.99,460.66,5758.25,46.44
B002800,P018,2024-08-18,107,2,105,3975.05,596.26,397.51,4968.82,46.44
B002801,P018,2024-08-25,59,1,58,2191.85,328.78,219.18,2739.81,46.44
B002802,P018,2024-09-01,164,3,161,6092.6,913.89,609.26,7615.75,46.44
B002803,P018,2024-09-08,94,2,92,3492.1,523.81,349.21,4365.12,46.44
B002804,P018,2024-09-15,211,4,207,7838.65,1175.8,783.86,9798.31,46.44
B002805,P018,2024-09-22,201,4,197,7467.15,1120.07,746.72,9333.94,46.44
B002806,P018,2024-09-29,142,3,139,5275.3,791.3,527.53,6594.13,46.44
B002807,P018,2024-10-06,219,4,215,8135.85,1220.38,813.58,10169.81,46.44
B002808,P018,2024-10-13,207,4,203,7690.05,1153.51,769.01,9612.57,46.44
B002809,P018,2024-10-20,260,5,255,9659.0,1448.85,965.9,12073.75,46.44
B002810,P018,2024-10-27,204,4,200,7578.6,1136.79,757.86,9473.25,46.44
B002811,P018,2024-11-03,271,5,266,10067.65,1510.15,1006.76,12584.56,46.44
B002812,P018,2024-11-10,275,6,269,10216.25,1532.44,1021.62,12770.31,46.44
B002813,P018,2024-11-17,212,4,208,7875.8,1181.37,787.58,9844.75,46.44
B002814,P018,2024-11-24,167,3,164,6204.05,930.61,620.41,7755.07,46.44
B002815,P018,2024-12-01,260,5,255,9659.0,1448.85,965.9,12073.75,46.44
B002816,P018,2024-12-08,312,6,306,11590.8,1738.62,1159.08,14488.5,46.44
B002817,P018,2024-12-15,68,1,67,2526.2,378.93,252.62,3157.75,46.44
B002818,P018,2024-12-22,186,4,182,6909.9,1036.48,690.99,8637.37,46.44
B002819,P018,2025-01-05,220,4,216,8173.0,1225.95,817.3,10216.25,46.44
B002820,P019,2022-01-09,66,1,65,2911.26,436.69,291.13,3639.08,55.14
B002821,P019,2022-01-16,77,2,75,3396.47,509.47,339.65,4245.59,55.14
B002822,P019,2022-01-23,89,2,87,3925.79,588.87,392.58,4907.24,55.14
B002823,P019,2022-01-30,68,1,67,2999.48,449.92,299.95,3749.35,55.14
B002824,P019,2022-02-06,83,2,81,3661.13,549.17,366.11,4576.41,55.14
B002825,P019,2022-02-13,71,1,70,3131.81,469.77,313.18,3914.76,55.14
B002826,P019,2022-02-20,130,3,127,5734.3,860.14,573.43,7167.87,55.14
B002827,P019,2022-02-27,141,3,138,6219.51,932.93,621.95,7774.39,55.14
B002828,P019,2022-03-06,87,2,85,3837.57,575.64,383.76,4796.97,55.14
B002829,P019,2022-03-13,98,2,96,4322.78,648.42,432.28,5403.48,55.14
B002830,P019,2022-03-20,131,3,128,5778.41,866.76,577.84,7223.01,55.14
B002831,P019,2022-03-27,97,2,95,4278.67,641.8,427.87,5348.34,55.14
B002832,P019,2022-04-03,89,2,87,3925.79,588.87,392.58,4907.24,55.14
B002833,P019,2022-04-10,163,3,160,7189.93,1078.49,718.99,8987.41,55.14
B002834,P019,2022-04-17,125,2,123,5513.75,827.06,551.38,6892.19,55.14
B002835,P019,2022-04-24,173,3,170,7631.03,1144.65,763.1,9538.78,55.14
B002836,P019,2022-05-01,89,2,87,3925.79,588.87,392.58,4907.24,55.14
B002837,P019,2022-05-08,136,3,133,5998.96,899.84,599.9,7498.7,55.14
B002838,P019,2022-05-15,61,1,60,2690.71,403.61,269.07,3363.39,55.14
B002839,P019,2022-05-22,106,2,104,4675.66,701.35,467.57,5844.58,55.14
B002840,P019,2022-05-29,104,2,102,4587.44,688.12,458.74,5734.3,55.14
B002841,P019,2022-06-05,140,3,137,6175.4,926.31,617.54,7719.25,55.14
B002842,P019,2022-06-12,120,2,118,5293.2,793.98,529.32,6616.5,55.14
B002843,P019,2022-06-19,116,2,114,5116.76,767.51,511.68,6395.95,55.14
B002844,P019,2022-06-26,133,3,130,5866.63,879.99,586.66,7333.28,55.14
B002845,P019,2022-07-03,136,3,133,5998.96,899.84,599.9,7498.7,55.14
B002846,P019,2022-07-10,117,2,115,5160.87,774.13,516.09,6451.09,55.14
B002847,P019,2022-07-17,127,3,124,5601.97,840.3,560.2,7002.47,55.14
B002848,P019,2022-07-24,164,3,161,7234.04,1085.11,723.4,9042.55,55.14
B002849,P019,2022-07-31,63,1,62,2778.93,416.84,277.89,3473.66,55.14
B002850,P019,2022-08-07,71,1,70,3131.81,469.77,313.18,3914.76,55.14
B002851,P019,2022-08-14,126,3,123,5557.86,833.68,555.79,6947.33,55.14
B002852,P019,2022-08-21,67,1,66,2955.37,443.31,295.54,3694.22,55.14
B002853,P019,2022-08-28,138,3,135,6087.18,913.08,608.72,7608.98,55.14
B002854,P019,2022-09-04,102,2,100,4499.22,674.88,449.92,5624.02,55.14
B002855,P019,2022-09-11,142,3,139,6263.62,939.54,626.36,7829.52,55.14
B002856,P019,2022-09-18,249,5,244,10983.39,1647.51,1098.34,13729.24,55.14
B002857,P019,2022-09-25,177,4,173,7807.47,1171.12,780.75,9759.34,55.14
B002858,P019,2022-10-02,191,4,187,8425.01,1263.75,842.5,10531.26,55.14
B002859,P019,2022-10-09,248,5,243,10939.28,1640.89,1093.93,13674.1,55.14
B002860,P019,2022-10-16,143,3,140,6307.73,946.16,630.77,7884.66,55.14
B002861,P019,2022-10-23,135,3,132,5954.85,893.23,595.48,7443.56,55.14
B002862,P019,2022-10-30,105,2,103,4631.55,694.73,463.16,5789.44,55.14
B002863,P019,2022-11-06,155,3,152,6837.05,1025.56,683.7,8546.31,55.14
B002864,P019,2022-11-13,128,3,125,5646.08,846.91,564.61,7057.6,55.14
B002865,P019,2022-11-20,150,3,147,6616.5,992.47,661.65,8270.62,55.14
B002866,P019,2022-11-27,133,3,130,5866.63,879.99,586.66,7333.28,55.14
B002867,P019,2022-12-04,102,2,100,4499.22,674.88,449.92,5624.02,55.14
B002868,P019,2022-12-11,112,2,110,4940.32,741.05,494.03,6175.4,55.14
B002869,P019,2022-12-18,120,2,118,5293.2,793.98,529.32,6616.5,55.14
B002870,P019,2022-12-25,84,2,82,3705.24,555.79,370.52,4631.55,55.14
B002871,P019,2023-01-01,111,2,109,4896.21,734.43,489.62,6120.26,55.14
B002872,P019,2023-01-08,147,3,144,6484.17,972.63,648.42,8105.22,55.14
B002873,P019,2023-01-15,146,3,143,6440.06,966.01,644.01,8050.08,55.14
B002874,P019,2023-01-22,98,2,96,4322.78,648.42,432.28,5403.48,55.14
B002875,P019,2023-01-29,99,2,97,4366.89,655.03,436.69,5458.61,55.14
B002876,P019,2023-02-05,106,2,104,4675.66,701.35,467.57,5844.58,55.14
B002877,P019,2023-02-12,157,3,154,6925.27,1038.79,692.53,8656.59,55.14
B002878,P019,2023-02-19,163,3,160,7189.93,1078.49,718.99,8987.41,55.14
B002879,P019,2023-02-26,130,3,127,5734.3,860.14,573.43,7167.87,55.14
B002880,P019,2023-03-05,154,3,151,6792.94,1018.94,679.29,8491.17,55.14
B002881,P019,2023-03-12,129,3,126,5690.19,853.53,569.02,7112.74,55.14
B002882,P019,2023-03-19,152,3,149,6704.72,1005.71,670.47,8380.9,55.14
B002883,P019,2023-03-26,135,3,132,5954.85,893.23,595.48,7443.56,55.14
B002884,P019,2023-04-02,182,4,178,8028.02,1204.2,802.8,10035.02,55.14
B002885,P019,2023-04-09,113,2,111,4984.43,747.66,498.44,6230.53,55.14
B002886,P019,2023-04-16,166,3,163,7322.26,1098.34,732.23,9152.83,55.14
B002887,P019,2023-04-23,170,3,167,7498.7,1124.8,749.87,9373.37,55.14
B002888,P019,2023-04-30,106,2,104,4675.66,701.35,467.57,5844.58,55.14
B002889,P019,2023-05-07,115,2,113,5072.65,760.9,507.26,6340.81,55.14
B002890,P019,2023-05-14,135,3,132,5954.85,893.23,595.48,7443.56,55.14
B002891,P019,2023-05-21,126,3,123,5557.86,833.68,555.79,6947.33,55.14
B002892,P019,2023-05-28,72,1,71,3175.92,476.39,317.59,3969.9,55.14
B002893,P019,2023-06-04,74,1,73,3264.14,489.62,326.41,4080.17,55.14
B002894,P019,2023-06-11,144,3,141,6351.84,952.78,635.18,7939.8,55.14
B002895,P019,2023-06-18,121,2,119,5337.31,800.6,533.73,6671.64,55.14
B002896,P019,2023-06-25,28,1,27,1235.08,185.26,123.51,1543.85,55.14
B002897,P019,2023-07-02,117,2,115,5160.87,774.13,516.09,6451.09,55.14
B002898,P019,2023-07-09,163,3,160,7189.93,1078.49,718.99,8987.41,55.14
B002899,P019,2023-07-16,81,2,79,3572.91,535.94,357.29,4466.14,55.14
B002900,P019,2023-07-23,151,3,148,6660.61,999.09,666.06,8325.76,55.14
B002901,P019,2023-07-30,118,2,116,5204.98,780.75,520.5,6506.23,55.14
B002902,P019,2023-08-06,115,2,113,5072.65,760.9,507.26,6340.81,55.14
B002903,P019,2023-08-13,123,2,121,5425.53,813.83,542.55,6781.91,55.14
B002904,P019,2023-08-20,96,2,94,4234.56,635.18,423.46,5293.2,55.14
B002905,P019,2023-08-27,158,3,155,6969.38,1045.41,696.94,8711.73,55.14
B002906,P019,2023-09-03,122,2,120,5381.42,807.21,538.14,6726.77,55.14
B002907,P019,2023-09-10,132,3,129,5822.52,873.38,582.25,7278.15,55.14
B002908,P019,2023-09-17,131,3,128,5778.41,866.76,577.84,7223.01,55.14
B002909,P019,2023-09-24,231,5,226,10189.41,1528.41,1018.94,12736.76,55.14
B002910,P019,2023-10-01,326,7,319,14379.86,2156.98,1437.99,17974.83,55.14
B002911,P019,2023-10-08,151,3,148,6660.61,999.09,666.06,8325.76,55.14
B002912,P019,2023-10-15,169,3,166,7454.59,1118.19,745.46,9318.24,55.14
B002913,P019,2023-10-22,124,2,122,5469.64,820.45,546.96,6837.05,55.14
B002914,P019,2023-10-29,153,3,150,6748.83,1012.32,674.88,8436.03,55.14
B002915,P019,2023-11-05,128,3,125,5646.08,846.91,564.61,7057.6,55.14
B002916,P019,2023-11-12,97,2,95,4278.67,641.8,427.87,5348.34,55.14
B002917,P019,2023-11-19,164,3,161,7234.04,1085.11,723.4,9042.55,55.14
B002918,P019,2023-11-26,115,2,113,5072.65,760.9,507.26,6340.81,55.14
B002919,P019,2023-12-03,92,2,90,4058.12,608.72,405.81,5072.65,55.14
B002920,P019,2023-12-10,132,3,129,5822.52,873.38,582.25,7278.15,55.14
B002921,P019,2023-12-17,162,3,159,7145.82,1071.87,714.58,8932.27,55.14
B002922,P019,2023-12-24,123,2,121,5425.53,813.83,542.55,6781.91,55.14
B002923,P019,2023-12-31,97,2,95,4278.67,641.8,427.87,5348.34,55.14
B002924,P019,2024-01-07,164,3,161,7234.04,1085.11,723.4,9042.55,55.14
B002925,P019,2024-01-14,215,4,211,9483.65,1422.55,948.36,11854.56,55.14
B002926,P019,2024-01-21,109,2,107,4807.99,721.2,480.8,6009.99,55.14
B002927,P019,2024-01-28,218,4,214,9615.98,1442.4,961.6,12019.98,55.14
B002928,P019,2024-02-04,129,3,126,5690.19,853.53,569.02,7112.74,55.14
B002929,P019,2024-02-11,82,2,80,3617.02,542.55,361.7,4521.27,55.14
B002930,P019,2024-02-18,163,3,160,7189.93,1078.49,718.99,8987.41,55.14
B002931,P019,2024-02-25,121,2,119,5337.31,800.6,533.73,6671.64,55.14
B002932,P019,2024-03-03,144,3,141,6351.84,952.78,635.18,7939.8,55.14
B002933,P019,2024-03-10,172,3,169,7586.92,1138.04,758.69,9483.65,55.14
B002934,P019,2024-03-17,151,3,148,6660.61,999.09,666.06,8325.76,55.14
B002935,P019,2024-03-24,191,4,187,8425.01,1263.75,842.5,10531.26,55.14
B002936,P019,2024-03-31,143,3,140,6307.73,946.16,630.77,7884.66,55.14
B002937,P019,2024-04-07,190,4,186,8380.9,1257.14,838.09,10476.13,55.14
B002938,P019,2024-04-14,77,2,75,3396.47,509.47,339.65,4245.59,55.14
B002939,P019,2024-04-21,121,2,119,5337.31,800.6,533.73,6671.64,55.14
B002940,P019,2024-04-28,175,4,171,7719.25,1157.89,771.92,9649.06,55.14
B002941,P019,2024-05-05,216,4,212,9527.76,1429.16,952.78,11909.7,55.14
B002942,P019,2024-05-12,138,3,135,6087.18,913.08,608.72,7608.98,55.14
B002943,P019,2024-05-19,141,3,138,6219.51,932.93,621.95,7774.39,55.14
B002944,P019,2024-05-26,187,4,183,8248.57,1237.29,824.86,10310.72,55.14
B002945,P019,2024-06-02,143,3,140,6307.73,946.16,630.77,7884.66,55.14
B002946,P019,2024-06-09,151,3,148,6660.61,999.09,666.06,8325.76,55.14
B002947,P019,2024-06-16,125,2,123,5513.75,827.06,551.38,6892.19,55.14
B002948,P019,2024-06-23,139,3,136,6131.29,919.69,613.13,7664.11,55.14
B002949,P019,2024-06-30,150,3,147,6616.5,992.47,661.65,8270.62,55.14
B002950,P019,2024-07-07,113,2,111,4984.43,747.66,498.44,6230.53,55.14
B002951,P019,2024-07-14,127,3,124,5601.97,840.3,560.2,7002.47,55.14
B002952,P019,2024-07-21,99,2,97,4366.89,655.03,436.69,5458.61,55.14
B002953,P019,2024-07-28,165,3,162,7278.15,1091.72,727.82,9097.69,55.14
B002954,P019,2024-08-04,149,3,146,6572.39,985.86,657.24,8215.49,55.14
B002955,P019,2024-08-11,166,3,163,7322.26,1098.34,732.23,9152.83,55.14
B002956,P019,2024-08-18,113,2,111,4984.43,747.66,498.44,6230.53,55.14
B002957,P019,2024-08-25,178,4,174,7851.58,1177.74,785.16,9814.48,55.14
B002958,P019,2024-09-01,128,3,125,5646.08,846.91,564.61,7057.6,55.14
B002959,P019,2024-09-08,156,3,153,6881.16,1032.17,688.12,8601.45,55.14
B002960,P019,2024-09-15,224,4,220,9880.64,1482.1,988.06,12350.8,55.14
B002961,P019,2024-09-22,256,5,251,11292.16,1693.82,1129.22,14115.2,55.14
B002962,P019,2024-09-29,195,4,191,8601.45,1290.22,860.15,10751.82,55.14
B002963,P019,2024-10-06,394,8,386,17379.34,2606.9,1737.93,21724.17,55.14
B002964,P019,2024-10-13,288,6,282,12703.68,1905.55,1270.37,15879.6,55.14
B002965,P019,2024-10-20,140,3,137,6175.4,926.31,617.54,7719.25,55.14
B002966,P019,2024-10-27,141,3,138,6219.51,932.93,621.95,7774.39,55.14
B002967,P019,2024-11-03,165,3,162,7278.15,1091.72,727.82,9097.69,55.14
B002968,P019,2024-11-10,100,2,98,4411.0,661.65,441.1,5513.75,55.14
B002969,P019,2024-11-17,166,3,163,7322.26,1098.34,732.23,9152.83,55.14
B002970,P019,2024-11-24,123,2,121,5425.53,813.83,542.55,6781.91,55.14
B002971,P019,2024-12-01,124,2,122,5469.64,820.45,546.96,6837.05,55.14
B002972,P019,2024-12-08,165,3,162,7278.15,1091.72,727.82,9097.69,55.14
B002973,P019,2024-12-15,25,0,25,1102.75,165.41,110.28,1378.44,55.14
B002974,P019,2024-12-22,92,2,90,4058.12,608.72,405.81,5072.65,55.14
B002975,P019,2024-12-29,88,2,86,3881.68,582.25,388.17,4852.1,55.14
B002976,P019,2025-01-05,224,4,220,9880.64,1482.1,988.06,12350.8,55.14
B002977,P020,2022-01-16,67,1,66,2294.75,344.21,229.48,2868.44,42.81
B002978,P020,2022-01-23,109,2,107,3733.25,559.99,373.33,4666.57,42.81
B002979,P020,2022-01-30,101,2,99,3459.25,518.89,345.92,4324.06,42.81
B002980,P020,2022-02-06,181,4,177,6199.25,929.89,619.93,7749.07,42.81
B002981,P020,2022-02-13,104,2,102,3562.0,534.3,356.2,4452.5,42.81
B002982,P020,2022-02-20,68,1,67,2329.0,349.35,232.9,2911.25,42.81
B002983,P020,2022-02-27,113,2,111,3870.25,580.54,387.02,4837.81,42.81
B002984,P020,2022-03-06,106,2,104,3630.5,544.57,363.05,4538.12,42.81
B002985,P020,2022-03-13,68,1,67,2329.0,349.35,232.9,2911.25,42.81
B002986,P020,2022-03-20,81,2,79,2774.25,416.14,277.42,3467.81,42.81
B002987,P020,2022-03-27,141,3,138,4829.25,724.39,482.92,6036.56,42.81
B002988,P020,2022-04-03,80,2,78,2740.0,411.0,274.0,3425.0,42.81
B002989,P020,2022-04-10,96,2,94,3288.0,493.2,328.8,4110.0,42.81
B002990,P020,2022-04-17,135,3,132,4623.75,693.56,462.38,5779.69,42.81
B002991,P020,2022-04-24,186,4,182,6370.5,955.58,637.05,7963.13,42.81
B002992,P020,2022-05-01,104,2,102,3562.0,534.3,356.2,4452.5,42.81
B002993,P020,2022-05-08,159,3,156,5445.75,816.86,544.58,6807.19,42.81
B002994,P020,2022-05-15,105,2,103,3596.25,539.44,359.62,4495.31,42.81
B002995,P020,2022-05-22,68,1,67,2329.0,349.35,232.9,2911.25,42.81
B002996,P020,2022-05-29,84,2,82,2877.0,431.55,287.7,3596.25,42.81
B002997,P020,2022-06-05,85,2,83,2911.25,436.69,291.12,3639.06,42.81
B002998,P020,2022-06-12,45,1,44,1541.25,231.19,154.12,1926.56,42.81
B002999,P020,2022-06-19,172,3,169,5891.0,883.65,589.1,7363.75,42.81
B003000,P020,2022-06-26,128,3,125,4384.0,657.6,438.4,5480.0,42.81
B003001,P020,2022-07-03,149,3,146,5103.25,765.49,510.33,6379.07,42.81
B003002,P020,2022-07-10,106,2,104,3630.5,544.57,363.05,4538.12,42.81
B003003,P020,2022-07-17,47,1,46,1609.75,241.46,160.98,2012.19,42.81
B003004,P020,2022-07-24,53,1,52,1815.25,272.29,181.52,2269.06,42.81
B003005,P020,2022-07-31,104,2,102,3562.0,534.3,356.2,4452.5,42.81
B003006,P020,2022-08-07,57,1,56,1952.25,292.84,195.23,2440.32,42.81
B003007,P020,2022-08-14,100,2,98,3425.0,513.75,342.5,4281.25,42.81
B003008,P020,2022-08-21,125,2,123,4281.25,642.19,428.12,5351.56,42.81
B003009,P020,2022-08-28,126,3,123,4315.5,647.32,431.55,5394.37,42.81
B003010,P020,2022-09-04,104,2,102,3562.0,534.3,356.2,4452.5,42.81
B003011,P020,2022-09-11,164,3,161,5617.0,842.55,561.7,7021.25,42.81
B003012,P020,2022-09-18,178,4,174,6096.5,914.48,609.65,7620.63,42.81
B003013,P020,2022-09-25,213,4,209,7295.25,1094.29,729.53,9119.07,42.81
B003014,P020,2022-10-02,183,4,179,6267.75,940.16,626.78,7834.69,42.81
B003015,P020,2022-10-09,227,5,222,7774.75,1166.21,777.48,9718.44,42.81
B003016,P020,2022-10-16,91,2,89,3116.75,467.51,311.68,3895.94,42.81
B003017,P020,2022-10-23,112,2,110,3836.0,575.4,383.6,4795.0,42.81
B003018,P020,2022-10-30,91,2,89,3116.75,467.51,311.68,3895.94,42.81
B003019,P020,2022-11-06,74,1,73,2534.5,380.18,253.45,3168.13,42.81
B003020,P020,2022-11-13,129,3,126,4418.25,662.74,441.83,5522.82,42.81
B003021,P020,2022-11-20,163,3,160,5582.75,837.41,558.28,6978.44,42.81
B003022,P020,2022-11-27,114,2,112,3904.5,585.67,390.45,4880.62,42.81
B003023,P020,2022-12-04,147,3,144,5034.75,755.21,503.48,6293.44,42.81
B003024,P020,2022-12-11,64,1,63,2192.0,328.8,219.2,2740.0,42.81
B003025,P020,2022-12-18,154,3,151,5274.5,791.18,527.45,6593.13,42.81
B003026,P020,2022-12-25,72,1,71,2466.0,369.9,246.6,3082.5,42.81
B003027,P020,2023-01-01,160,3,157,5480.0,822.0,548.0,6850.0,42.81
B003028,P020,2023-01-08,162,3,159,5548.5,832.28,554.85,6935.63,42.81
B003029,P020,2023-01-15,126,3,123,4315.5,647.32,431.55,5394.37,42.81
B003030,P020,2023-01-22,89,2,87,3048.25,457.24,304.82,3810.31,42.81
B003031,P020,2023-01-29,179,4,175,6130.75,919.61,613.08,7663.44,42.81
B003032,P020,2023-02-05,205,4,201,7021.25,1053.19,702.12,8776.56,42.81
B003033,P020,2023-02-12,130,3,127,4452.5,667.88,445.25,5565.63,42.81
B003034,P020,2023-02-19,186,4,182,6370.5,955.58,637.05,7963.13,42.81
B003035,P020,2023-02-26,143,3,140,4897.75,734.66,489.78,6122.19,42.81
B003036,P020,2023-03-05,181,4,177,6199.25,929.89,619.93,7749.07,42.81
B003037,P020,2023-03-12,117,2,115,4007.25,601.09,400.72,5009.06,42.81
B003038,P020,2023-03-19,164,3,161,5617.0,842.55,561.7,7021.25,42.81
B003039,P020,2023-03-26,150,3,147,5137.5,770.62,513.75,6421.87,42.81
B003040,P020,2023-04-02,205,4,201,7021.25,1053.19,702.12,8776.56,42.81
B003041,P020,2023-04-09,163,3,160,5582.75,837.41,558.28,6978.44,42.81
B003042,P020,2023-04-16,126,3,123,4315.5,647.32,431.55,5394.37,42.81
B003043,P020,2023-04-23,193,4,189,6610.25,991.54,661.03,8262.82,42.81
B003044,P020,2023-04-30,136,3,133,4658.0,698.7,465.8,5822.5,42.81
B003045,P020,2023-05-07,160,3,157,5480.0,822.0,548.0,6850.0,42.81
B003046,P020,2023-05-14,104,2,102,3562.0,534.3,356.2,4452.5,42.81
B003047,P020,2023-05-21,140,3,137,4795.0,719.25,479.5,5993.75,42.81
B003048,P020,2023-05-28,121,2,119,4144.25,621.64,414.42,5180.31,42.81
B003049,P020,2023-06-04,121,2,119,4144.25,621.64,414.42,5180.31,42.81
B003050,P020,2023-06-11,104,2,102,3562.0,534.3,356.2,4452.5,42.81
B003051,P020,2023-06-18,79,2,77,2705.75,405.86,270.58,3382.19,42.81
B003052,P020,2023-06-25,143,3,140,4897.75,734.66,489.78,6122.19,42.81
B003053,P020,2023-07-02,74,1,73,2534.5,380.18,253.45,3168.13,42.81
B003054,P020,2023-07-09,152,3,149,5206.0,780.9,520.6,6507.5,42.81
B003055,P020,2023-07-16,139,3,136,4760.75,714.11,476.08,5950.94,42.81
B003056,P020,2023-07-23,112,2,110,3836.0,575.4,383.6,4795.0,42.81
B003057,P020,2023-07-30,189,4,185,6473.25,970.99,647.33,8091.57,42.81
B003058,P020,2023-08-06,87,2,85,2979.75,446.96,297.98,3724.69,42.81
B003059,P020,2023-08-13,109,2,107,3733.25,559.99,373.33,4666.57,42.81
B003060,P020,2023-08-20,92,2,90,3151.0,472.65,315.1,3938.75,42.81
B003061,P020,2023-08-27,110,2,108,3767.5,565.12,376.75,4709.37,42.81
B003062,P020,2023-09-03,132,3,129,4521.0,678.15,452.1,5651.25,42.81
B003063,P020,2023-09-10,118,2,116,4041.5,606.22,404.15,5051.87,42.81
B003064,P020,2023-09-17,167,3,164,5719.75,857.96,571.98,7149.69,42.81
B003065,P020,2023-09-24,157,3,154,5377.25,806.59,537.72,6721.56,42.81
B003066,P020,2023-10-01,236,5,231,8083.0,1212.45,808.3,10103.75,42.81
B003067,P020,2023-10-08,199,4,195,6815.75,1022.36,681.58,8519.69,42.81
B003068,P020,2023-10-15,171,3,168,5856.75,878.51,585.68,7320.94,42.81
B003069,P020,2023-10-22,108,2,106,3699.0,554.85,369.9,4623.75,42.81
B003070,P020,2023-10-29,155,3,152,5308.75,796.31,530.88,6635.94,42.81
B003071,P020,2023-11-05,167,3,164,5719.75,857.96,571.98,7149.69,42.81
B003072,P020,2023-11-12,128,3,125,4384.0,657.6,438.4,5480.0,42.81
B003073,P020,2023-11-19,125,2,123,4281.25,642.19,428.12,5351.56,42.81
B003074,P020,2023-11-26,55,1,54,1883.75,282.56,188.38,2354.69,42.81
B003075,P020,2023-12-03,116,2,114,3973.0,595.95,397.3,4966.25,42.81
B003076,P020,2023-12-10,124,2,122,4247.0,637.05,424.7,5308.75,42.81
B003077,P020,2023-12-17,114,2,112,3904.5,585.67,390.45,4880.62,42.81
B003078,P020,2023-12-24,114,2,112,3904.5,585.67,390.45,4880.62,42.81
B003079,P020,2023-12-31,93,2,91,3185.25,477.79,318.53,3981.57,42.81
B003080,P020,2024-01-07,122,2,120,4178.5,626.78,417.85,5223.13,42.81
B003081,P020,2024-01-14,106,2,104,3630.5,544.57,363.05,4538.12,42.81
B003082,P020,2024-01-21,135,3,132,4623.75,693.56,462.38,5779.69,42.81
B003083,P020,2024-01-28,82,2,80,2808.5,421.28,280.85,3510.63,42.81
B003084,P020,2024-02-04,169,3,166,5788.25,868.24,578.83,7235.32,42.81
B003085,P020,2024-02-11,124,2,122,4247.0,637.05,424.7,5308.75,42.81
B003086,P020,2024-02-18,162,3,159,5548.5,832.28,554.85,6935.63,42.81
B003087,P020,2024-02-25,191,4,187,6541.75,981.26,654.18,8177.19,42.81
B003088,P020,2024-03-03,191,4,187,6541.75,981.26,654.18,8177.19,42.81
B003089,P020,2024-03-10,166,3,163,5685.5,852.82,568.55,7106.87,42.81
B003090,P020,2024-03-17,181,4,177,6199.25,929.89,619.93,7749.07,42.81
B003091,P020,2024-03-24,230,5,225,7877.5,1181.62,787.75,9846.87,42.81
B003092,P020,2024-03-31,119,2,117,4075.75,611.36,407.58,5094.69,42.81
B003093,P020,2024-04-07,178,4,174,6096.5,914.48,609.65,7620.63,42.81
B003094,P020,2024-04-14,133,3,130,4555.25,683.29,455.52,5694.06,42.81
B003095,P020,2024-04-21,202,4,198,6918.5,1037.77,691.85,8648.12,42.81
B003096,P020,2024-04-28,157,3,154,5377.25,806.59,537.72,6721.56,42.81
B003097,P020,2024-05-05,149,3,146,5103.25,765.49,510.33,6379.07,42.81
B003098,P020,2024-05-12,128,3,125,4384.0,657.6,438.4,5480.0,42.81
B003099,P020,2024-05-19,171,3,168,5856.75,878.51,585.68,7320.94,42.81
B003100,P020,2024-05-26,150,3,147,5137.5,770.62,513.75,6421.87,42.81
B003101,P020,2024-06-02,175,4,171,5993.75,899.06,599.38,7492.19,42.81
B003102,P020,2024-06-09,122,2,120,4178.5,626.78,417.85,5223.13,42.81
B003103,P020,2024-06-16,128,3,125,4384.0,657.6,438.4,5480.0,42.81
B003104,P020,2024-06-23,117,2,115,4007.25,601.09,400.72,5009.06,42.81
B003105,P020,2024-06-30,129,3,126,4418.25,662.74,441.83,5522.82,42.81
B003106,P020,2024-07-07,96,2,94,3288.0,493.2,328.8,4110.0,42.81
B003107,P020,2024-07-14,163,3,160,5582.75,837.41,558.28,6978.44,42.81
B003108,P020,2024-07-21,131,3,128,4486.75,673.01,448.68,5608.44,42.81
B003109,P020,2024-07-28,158,3,155,5411.5,811.72,541.15,6764.37,42.81
B003110,P020,2024-08-04,172,3,169,5891.0,883.65,589.1,7363.75,42.81
B003111,P020,2024-08-11,168,3,165,5754.0,863.1,575.4,7192.5,42.81
B003112,P020,2024-08-18,139,3,136,4760.75,714.11,476.08,5950.94,42.81
B003113,P020,2024-08-25,152,3,149,5206.0,780.9,520.6,6507.5,42.81
B003114,P020,2024-09-01,134,3,131,4589.5,688.42,458.95,5736.87,42.81
B003115,P020,2024-09-08,121,2,119,4144.25,621.64,414.42,5180.31,42.81
B003116,P020,2024-09-15,287,6,281,9829.75,1474.46,982.98,12287.19,42.81
B003117,P020,2024-09-22,482,10,472,16508.5,2476.28,1650.85,20635.63,42.81
